fold,epoch,mse_train,mse_test
0,0,0.015712999035239997,0.01532534006803657
0,1,0.012764601540615941,0.012619511634417631
0,2,0.011781202725973178,0.011741518724772568
0,3,0.011359839920320962,0.011378289877558859
0,4,0.011158654609015141,0.011211733092190574
0,5,0.011056390598335228,0.011131185248918821
0,6,0.011002214263258777,0.011091206737243016
0,7,0.010972659100784982,0.011071254693084679
0,8,0.010956178595809784,0.011061448896388633
0,9,0.010946829242689029,0.011056839734866819
0,10,0.010941448967259078,0.011054882869234098
0,11,0.010938313322325645,0.01105425207025308
0,12,0.010936463854442156,0.011054253864637415
0,13,0.010935359826182734,0.011054528662971871
0,14,0.010934692421154423,0.01105489431390614
0,15,0.0109342834265561,0.01105526283231545
0,16,0.010934029026623337,0.0110555956485493
0,17,0.01093386819583711,0.011055879489904734
0,18,0.010933764730172258,0.011056113437188231
0,19,0.010933696938821557,0.01105630206809697
0,20,0.010933651684212488,0.011056451916098812
0,21,0.01093362091155188,0.011056569724178898
0,22,0.010933599614109682,0.01105666165670426
0,23,0.010933584631860154,0.011056733009855784
0,24,0.01093357393676122,0.011056788170106989
0,25,0.010933566203917574,0.011056830686164922
0,26,0.010933560551759128,0.011056863383879014
0,27,0.010933556382845022,0.01105688848876173
0,28,0.01093355328505837,0.011056907739742822
0,29,0.010933550969383131,0.011056922487778079
0,30,0.01093354923008238,0.011056933777985157
0,31,0.010933547918766995,0.011056942416347365
0,32,0.010933546927201191,0.011056949022972686
0,33,0.01093354617569105,0.011056954074118925
0,34,0.010933545605102594,0.011056957935076665
0,35,0.010933545171282177,0.011056960885742154
0,36,0.010933544841096217,0.011056963140416137
0,37,0.010933544589582163,0.011056964863081296
0,38,0.010933544397874913,0.011056966179161564
0,39,0.010933544251682813,0.011056967184556519
0,40,0.010933544140158517,0.011056967952572537
0,41,0.010933544055056924,0.011056968539234614
0,42,0.010933543990103845,0.011056968987353902
0,43,0.010933543940520754,0.01105696932964062
0,44,0.01093354390266583,0.011056969591085038
0,45,0.010933543873762159,0.011056969790778262
0,46,0.010933543851691475,0.011056969943304018
0,47,0.010933543834837472,0.011056970059802397
0,48,0.01093354382196657,0.01105697014878276
0,49,0.01093354381213712,0.011056970216744835
0,50,0.010933543804630222,0.011056970268653241
0,51,0.010933543798896982,0.011056970308299992
0,52,0.010933543794518276,0.01105697033858146
0,53,0.010933543791174042,0.011056970361709854
0,54,0.010933543788619864,0.011056970379374849
0,55,0.010933543786669083,0.011056970392867004
0,56,0.010933543785179143,0.011056970403172018
0,57,0.010933543784041178,0.011056970411042758
0,58,0.010933543783172035,0.011056970417054257
0,59,0.010933543782508208,0.011056970421645707
0,60,0.010933543782001195,0.011056970425152553
0,61,0.010933543781613953,0.011056970427830999
0,62,0.010933543781318186,0.011056970429876743
0,63,0.010933543781092285,0.01105697043143923
0,64,0.010933543780919751,0.011056970432632636
0,65,0.010933543780787971,0.011056970433544115
0,66,0.010933543780687319,0.011056970434240287
0,67,0.010933543780610447,0.01105697043477201
0,68,0.010933543780551733,0.011056970435178124
0,69,0.01093354378050689,0.011056970435488304
0,70,0.010933543780472637,0.011056970435725209
0,71,0.010933543780446477,0.011056970435906163
0,72,0.010933543780426495,0.011056970436044361
0,73,0.010933543780411234,0.011056970436149921
0,74,0.01093354378039958,0.011056970436230539
0,75,0.010933543780390678,0.011056970436292116
0,76,0.01093354378038388,0.01105697043633915
0,77,0.010933543780378684,0.011056970436375069
0,78,0.010933543780374717,0.011056970436402509
0,79,0.010933543780371686,0.011056970436423456
0,80,0.010933543780369372,0.011056970436439464
0,81,0.010933543780367604,0.011056970436451683
0,82,0.010933543780366256,0.01105697043646102
0,83,0.010933543780365226,0.011056970436468158
0,84,0.01093354378036444,0.0110569704364736
0,85,0.010933543780363836,0.01105697043647776
0,86,0.010933543780363377,0.011056970436480936
0,87,0.010933543780363028,0.011056970436483364
0,88,0.010933543780362757,0.011056970436485215
0,89,0.010933543780362555,0.011056970436486629
0,90,0.010933543780362398,0.01105697043648771
0,91,0.01093354378036228,0.011056970436488539
0,92,0.010933543780362187,0.011056970436489164
0,93,0.010933543780362116,0.011056970436489646
0,94,0.010933543780362064,0.011056970436490015
0,95,0.010933543780362024,0.011056970436490298
0,96,0.01093354378036199,0.011056970436490513
0,97,0.01093354378036197,0.011056970436490685
0,98,0.010933543780361953,0.011056970436490808
0,99,0.010933543780361935,0.01105697043649091
0,100,0.010933543780361925,0.011056970436490978
0,101,0.01093354378036192,0.011056970436491039
0,102,0.010933543780361914,0.011056970436491075
0,103,0.010933543780361907,0.011056970436491105
0,104,0.010933543780361902,0.011056970436491127
0,105,0.0109335437803619,0.011056970436491146
0,106,0.0109335437803619,0.011056970436491162
0,107,0.010933543780361899,0.011056970436491172
0,108,0.010933543780361899,0.01105697043649118
0,109,0.010933543780361895,0.01105697043649119
0,110,0.010933543780361895,0.011056970436491195
0,111,0.010933543780361894,0.011056970436491197
0,112,0.010933543780361894,0.011056970436491204
0,113,0.010933543780361894,0.011056970436491204
0,114,0.010933543780361894,0.011056970436491205
0,115,0.010933543780361894,0.011056970436491209
0,116,0.010933543780361892,0.01105697043649121
0,117,0.010933543780361892,0.011056970436491214
0,118,0.010933543780361892,0.011056970436491214
0,119,0.010933543780361892,0.011056970436491214
0,120,0.010933543780361892,0.011056970436491214
0,121,0.010933543780361892,0.011056970436491214
0,122,0.010933543780361892,0.011056970436491214
0,123,0.010933543780361894,0.011056970436491214
0,124,0.010933543780361894,0.011056970436491214
0,125,0.010933543780361892,0.011056970436491214
0,126,0.010933543780361892,0.011056970436491214
0,127,0.010933543780361892,0.011056970436491214
0,128,0.010933543780361892,0.011056970436491214
0,129,0.010933543780361892,0.011056970436491214
0,130,0.010933543780361894,0.011056970436491214
0,131,0.010933543780361894,0.011056970436491214
0,132,0.010933543780361892,0.011056970436491214
0,133,0.010933543780361892,0.011056970436491214
0,134,0.010933543780361894,0.011056970436491214
0,135,0.010933543780361892,0.011056970436491214
0,136,0.010933543780361892,0.011056970436491214
0,137,0.010933543780361894,0.011056970436491214
0,138,0.010933543780361894,0.011056970436491214
0,139,0.010933543780361894,0.011056970436491214
0,140,0.010933543780361892,0.011056970436491214
0,141,0.010933543780361894,0.011056970436491214
0,142,0.010933543780361894,0.011056970436491214
0,143,0.010933543780361892,0.011056970436491214
0,144,0.010933543780361892,0.011056970436491214
0,145,0.010933543780361894,0.011056970436491214
0,146,0.010933543780361892,0.011056970436491214
0,147,0.010933543780361892,0.011056970436491214
0,148,0.010933543780361894,0.011056970436491214
0,149,0.010933543780361894,0.011056970436491214
0,150,0.010933543780361894,0.011056970436491214
0,151,0.010933543780361892,0.011056970436491214
0,152,0.010933543780361894,0.011056970436491214
0,153,0.010933543780361894,0.011056970436491214
0,154,0.010933543780361892,0.011056970436491214
0,155,0.010933543780361892,0.011056970436491214
0,156,0.010933543780361894,0.011056970436491214
0,157,0.010933543780361892,0.011056970436491214
0,158,0.010933543780361892,0.011056970436491214
0,159,0.010933543780361894,0.011056970436491214
0,160,0.010933543780361894,0.011056970436491214
0,161,0.010933543780361894,0.011056970436491214
0,162,0.010933543780361892,0.011056970436491214
0,163,0.010933543780361894,0.011056970436491214
0,164,0.010933543780361894,0.011056970436491214
0,165,0.010933543780361892,0.011056970436491214
0,166,0.010933543780361892,0.011056970436491214
0,167,0.010933543780361894,0.011056970436491214
0,168,0.010933543780361892,0.011056970436491214
0,169,0.010933543780361892,0.011056970436491214
0,170,0.010933543780361894,0.011056970436491214
0,171,0.010933543780361894,0.011056970436491214
0,172,0.010933543780361894,0.011056970436491214
0,173,0.010933543780361892,0.011056970436491214
0,174,0.010933543780361894,0.011056970436491214
0,175,0.010933543780361894,0.011056970436491214
0,176,0.010933543780361892,0.011056970436491214
0,177,0.010933543780361892,0.011056970436491214
0,178,0.010933543780361894,0.011056970436491214
0,179,0.010933543780361892,0.011056970436491214
0,180,0.010933543780361892,0.011056970436491214
0,181,0.010933543780361894,0.011056970436491214
0,182,0.010933543780361894,0.011056970436491214
0,183,0.010933543780361894,0.011056970436491214
0,184,0.010933543780361892,0.011056970436491214
0,185,0.010933543780361894,0.011056970436491214
0,186,0.010933543780361894,0.011056970436491214
