x,y
5.479120971119267,18.77681969489375
-1.2224312049589536,-1.6335040801324152
7.171958398227649,23.66043489402794
3.947360581187278,14.157725856481104
-8.11645304224701,-23.07793703666886
9.512447032735118,30.377505490026703
5.222794039807059,17.43319579227478
5.721286105539076,18.84441939249556
-7.4377273464890825,-20.450753165080588
-0.9922812420886573,-0.229373070648774
-2.5840395153483753,-6.185034103891748
8.535299776972035,28.090038508211848
2.877302401613291,9.79047231903197
6.4552322654165994,21.19825428125691
-1.1317160234533774,-1.3137715378076293
-5.455225564304462,-14.072565527233747
1.091695740316696,5.630700510846515
-8.723654877916493,-23.774291016149515
6.552623439851642,21.483507783430706
2.633287982441297,9.668688050991607
5.161754801707477,17.914252345751006
-2.9094806374026327,-6.824094074648706
9.413960487898066,29.604038302025238
7.8624224264439535,25.02062367233012
5.567669941475238,18.24328368142491
-6.1072258429606485,-16.073097156855063
-0.6655799254593164,0.07447309165733332
-9.123924684255424,-25.02653137573239
-6.914210158649043,-18.956256799115398
3.6609790648490925,13.062207040085635
4.895243118156342,16.998524551452693
9.3501946486842,29.89591067619248
-3.483492837236961,-8.222090892932178
-2.5908058793026223,-6.103380608441192
-0.6088837744838416,-0.00817824673406059
-6.2105728183142865,-16.822587401942023
-7.401569893290567,-20.80262950266622
-0.4859014754813251,0.7857818139488155
-5.461813018982317,-14.620140227048312
3.396279893650207,12.195086740314466
-1.2569616225533853,-1.5305115382072014
6.653563921156749,22.18395735148522
4.005302040044983,14.348598674621341
-3.7526671723591787,-9.307244259332249
6.645196027904021,21.723938927689986
6.095287149936038,20.246002344354913
-2.250432419396511,-5.594964475168548
-4.233437921395118,-11.423870000396896
3.64991007949951,12.288380432321329
-7.204950327813804,-20.11347439724215
